StoreName,City,Phone,Map
Shobhagpura,Udaipur,+917065045152,"https://www.google.com/maps/search/?api=1&query=24.601005,73.709105&query_place_id=ChIJRSJ82VHlZzkRKsnAGBify-g"
Manar Mall,Ras Al Khaimah,+91503803224,"https://www.google.com/maps/search/?api=1&query=25.80909774,55.9596401&query_place_id=ChIJD41R1rN39j4Ry_-HpMpeyqo"
Park Avenue,Riyadh,+916566957170,"https://www.google.com/maps/search/?api=1&query=24.82741,46.728407&query_place_id=a"
"City Centre Al Zahia, Sharjah",Sharjah,+91505319722,"https://www.google.com/maps/search/?api=1&query=25.31569745,55.45391477&query_place_id=ChIJv01Zk79ZXz4RaHIQSD5PmB8"
MG Marg Gangtok,Gangtok,+918929707545,"https://www.google.com/maps/search/?api=1&query=27.330583,88.612775&query_place_id=ChIJB0GInOyl5jkR4-Mvne3G0A8"
Bishan Junction 8,Bishan,+9169081839,"https://www.google.com/maps/search/?api=1&query=1.350584,103.848665&query_place_id=ChIJZ249xLsX2jERMtZCyjdByz0"
West Mall,Bukit Batok,+9169049411,"https://www.google.com/maps/search/?api=1&query=1.34973,103.74949&query_place_id=ChIJF-oSpKAR2jERTq_TtjIfd0Y"
Chinatown Point,Chinatown Point,+9165‭65135530,"https://www.google.com/maps/search/?api=1&query=1.285196157137017,103.84485133450566&query_place_id=ChIJiUO1_8kZ2jERInxfhfVGUMA"
Lot One,Choa Chu Kang,+9169085735,"https://www.google.com/maps/search/?api=1&query=1.385127,103.744921&query_place_id=ChIJe_XkbrYR2jERe4GhKC3oMgY"
Plaza Singapura,Dhoby Ghaut,+9165‭65137795‬,"https://www.google.com/maps/search/?api=1&query=1.300899724,103.8451059&query_place_id=ChIJPUGAkFgZ2jERWrHwN4CNuMo"
Funan,Downtown,+9169701335,"https://www.google.com/maps/search/?api=1&query=1.291066,103.850301&query_place_id=ChIJmzduRVQZ2jERpW99g7TE1Ys"
Vivo City,Harbourfront,+9169042589,"https://www.google.com/maps/search/?api=1&query=1.2649832153578195,103.82160599101748&query_place_id=ChIJF4N_I6IZ2jERpNf3maBYyGE"
Hougang Mall,Hougang,+9169049414,"https://www.google.com/maps/search/?api=1&query=1.3726,103.8937&query_place_id=ChIJB-KrkhkX2jERZwec_1TkiCI"
Jewel Changi,Jewel Changi,+9165133385,"https://www.google.com/maps/search/?api=1&query=1.360354025,103.9899543&query_place_id=ChIJp4D6Cdw92jERDT2VyvLpX8k"
West Gate,Jurong East,+9165920177,"https://www.google.com/maps/search/?api=1&query=1.334534136,103.74259718210855&query_place_id=ChIJEywehvMR2jEROm9Eh3IPm38"
Jurong Point,Jurong West,+9162511322,"https://www.google.com/maps/search/?api=1&query=1.339347,103.705395&query_place_id=ChIJX_li5m4P2jERL7VTLTbG4y4"
Parkway Parade,Marine Parade,+9165184119,"https://www.google.com/maps/search/?api=1&query=1.301287893,103.9052015&query_place_id=ChIJD8l1JQQZ2jERt1-3_uG6NCY"
White Sands,Pasir Ris,+9169087858,"https://www.google.com/maps/search/?api=1&query=1.3724,103.9497&query_place_id=ChIJNUsa7_E92jERN62aUS3rTtc"
Paya Lebar Quarter,Paya Lebar,+9169701435,"https://www.google.com/maps/search/?api=1&query=1.3176,103.8929&query_place_id=ChIJq9kG1LoZ2jERrOt-EIScNLA"
Waterway Point,Punggol,+9162455901,"https://www.google.com/maps/search/?api=1&query=1.4124828,103.899537&query_place_id=ChIJ7WtafhAV2jERJkr866k5svY"
NEX,Serangoon,+9165138725‬,"https://www.google.com/maps/search/?api=1&query=1.3503323488018595,103.8729560169134&query_place_id=ChIJ08nPsToX2jERFZ_KEYkR75I"
Eastpoint Mall,Simei,+9165131576,"https://www.google.com/maps/search/?api=1&query=1.342806794,103.9528947&query_place_id=ChIJLVafCqQ92jERgKaqJUCF5fM"
Century Square,Tampines,+9162261875,"https://www.google.com/maps/search/?api=1&query=1.3524291,103.9416315&query_place_id=ChIJKQbE8no92jER1_6tojKfK5U"
Toa Payoh,Toa Payoh,+9169701434,"https://www.google.com/maps/search/?api=1&query=1.3328611,103.8487222&query_place_id=ChIJ5Rz_IeQX2jER65cuUMoEooM"
Causeway Point,Woodlands,+9165136612,"https://www.google.com/maps/search/?api=1&query=1.435702283,103.7857424&query_place_id=ChIJFx1jd6MT2jEREcZOdnxfkc0"
Northpoint City,Yishun,+9165929273,"https://www.google.com/maps/search/?api=1&query=1.4280,103.8364&query_place_id=ChIJhY1C3m0V2jERXJvNl95mmQs"
Gandhi Road,Arakkonam,+919953790215,"https://www.google.com/maps/search/?api=1&query=13.09033153,79.66050971&query_place_id=ChIJy7Lsb-y9UjoRNcBX2VibdLo"
Kolathur,Chennai,+919319359741,"https://www.google.com/maps/search/?api=1&query=13.12372344,80.20312863&query_place_id=ChIJJXY4pNRlUjoRxCMUY7UnUq0"
RS Puram,Coimbatore,+919319369325,"https://www.google.com/maps/search/?api=1&query=11.010113,76.948509&query_place_id=ChIJRXLzMfRZqDsR4fvtQAyzr58"
Cuddalore,Cuddalore,+918447743820,"https://www.google.com/maps/search/?api=1&query=11.74164747,79.75988927&query_place_id=ChIJJxIauJGZVDoRJFyMAd9KvoQ"
Nethaji Road,Dharmapuri,+919654090185,"https://www.google.com/maps/search/?api=1&query=12.1262915,78.1585276&query_place_id=ChIJ07tZ2jgXrDsRA_uItLZaHSE"
Dindigul,Dindigul,+919871614615,"https://www.google.com/maps/search/?api=1&query=10.365581,77.970657&query_place_id=ChIJswqjzYqrADsReyjizGeAgs0"
Erode,Erode,+917303325326,"https://www.google.com/maps/search/?api=1&query=11.329613,77.697664&query_place_id=ChIJxSHCHrhvqTsRpO9Et_odMJ4"
Gobichettipalayam,Gobichettipalayam,+919953801598,"https://www.google.com/maps/search/?api=1&query=11.45289868,77.451622&query_place_id=ChIJd3qdAQA9qTsRCg1ubeffWGM"
Guduvanchery,Guduvanchery,+919773771650,"https://www.google.com/maps/search/?api=1&query=12.8420872,80.0580238&query_place_id=ChIJDdc88P33UjoRA3KsmtfbuBw"
Kanchipuram Nambi Street,Kanchipuram,+919873804831,"https://www.google.com/maps/search/?api=1&query=12.8221297,79.7140365&query_place_id=ChIJJ6l-8kLDUjoRc3lmgt4SZkA"
Marthandam,Kanyakumari,+918447745287,"https://www.google.com/maps/search/?api=1&query=8.305234,77.226882&query_place_id=ChIJ84dRDeFVBDsRfqpCzr7Nkm8"
Ramanujam Nagar,Karur,+919643820285,"https://www.google.com/maps/search/?api=1&query=10.960431,78.069135&query_place_id=ChIJA32GckAvqjsRIO5xxxv4_kw"
Krishnagiri,Krishnagiri,+918447732701,"https://www.google.com/maps/search/?api=1&query=12.528913,78.205309&query_place_id=ChIJ8Zpyqz81rDsRK2MMl1q4VWA"
Kumbakonam,Kumbakonam,+918588808414,"https://www.google.com/maps/search/?api=1&query=10.95918654,79.37625111&query_place_id=ChIJTxp3P47NqjsRG-Zkw6eQHlw"
West Masi Street Madurai,Madurai,+918447728718,"https://www.google.com/maps/search/?api=1&query=9.9173255,78.1154611&query_place_id=ChIJs1gcz-3FADsR2TxY5wI6Iyw"
Mettupalayam,Mettupalayam,+919654436416,"https://www.google.com/maps/search/?api=1&query=11.29791,76.939352&query_place_id=ChIJC5yhmivvqDsR7QhysUWFjSE"
Nagercoil,Nagercoil,+917290022153,"https://www.google.com/maps/search/?api=1&query=8.18007,77.4352&query_place_id=ChIJ-fvvOErxBDsRRKtQ2SL1Q00"
Namakkal,Namakkal,+918929288494,"https://www.google.com/maps/search/?api=1&query=11.232094,78.16483&query_place_id=ChIJqaUMVgjPqzsRv5kKFqQysW4"
Pallikaranai,Pallikaranai,+917428891354,"https://www.google.com/maps/search/?api=1&query=12.928801,80.20272&query_place_id=ChIJOeyvdn5dUjoRQQ8f1Dy3KcU"
Periyar Nagar,Perambur,+917303438439,"https://www.google.com/maps/search/?api=1&query=13.11462,80.22427&query_place_id=ChIJzz3lTuVlUjoRomVSoVszAyw"
Kovai Road,Pollachi,+918800331582,"https://www.google.com/maps/search/?api=1&query=10.662286,77.008037&query_place_id=ChIJywo-phM5qDsR-Xb7V_6yD4E"
Puddukottai,Puddukottai,+918929613870,"https://www.google.com/maps/search/?api=1&query=10.38083,78.82159&query_place_id=ChIJC9Pn1gl5ADsRzS7vMqenvMA"
Thavalakuppam,Puducherry,+918929183896,"https://www.google.com/maps/search/?api=1&query=11.8634510,79.7924677&query_place_id=ChIJ1RY_Yt2fVDoR4fn6Lml366Q"
Seelanaickenpatti,Salem,+919899410611,"https://www.google.com/maps/search/?api=1&query=11.62505,78.14693&query_place_id=ChIJQ1nifirvqzsRq7-7iU_GBf4"
Sivakasi,Sivakasi,+919873029640,"https://www.google.com/maps/search/?api=1&query=9.444847,77.801514&query_place_id=ChIJcwKJA3zPBjsROEqM78aLP6o"
Sriperumbudur,Sriperumbudur,+919821762763,"https://www.google.com/maps/search/?api=1&query=12.96703482,79.94826794&query_place_id=ChIJCx0_KL3zUjoRVAn-gLEL1Zg"
Medical College Road,Thanjavur,+918447932962,"https://www.google.com/maps/search/?api=1&query=10.7707916,79.1152066&query_place_id=ChIJ0ej2wLK5qjsRGwpiLPkuGxE"
Theni,Theni,+918447906946,"https://www.google.com/maps/search/?api=1&query=10.01673,77.47932&query_place_id=ChIJZwW-WZsVBzsRIon_yJ0Ux4E"
Thiruvallur,Thiruvallur,+917428890290,"https://www.google.com/maps/search/?api=1&query=13.1297,79.9097&query_place_id=ChIJX9iqnwuRUjoRrdJOKhviVrA"
"Thiruvannamalai, Tamil Nadu",Thiruvannamalai,+918447926986,"https://www.google.com/maps/search/?api=1&query=12.249697,79.071522&query_place_id=ChIJNQc1Yp_BrDsRejTDgeaJS-o"
Thootukudi,Thoothukudi,+919971143361,"https://www.google.com/maps/search/?api=1&query=8.802513,78.147488&query_place_id=ChIJ0Rwr_hLvAzsRNdcX3Y4_ISc"
Mayanz Forum,Thudiyalur,+919582671522,"https://www.google.com/maps/search/?api=1&query=11.0692665,76.9407566&query_place_id=ChIJkS2poCP3qDsRx0QLIYkvrwI"
Thillai Nagar,Tiruchirapalli,+919899409505,"https://www.google.com/maps/search/?api=1&query=10.825115,78.683496&query_place_id=ChIJv2Y0-JJfqjsR49v7ninlVbk"
Thillai Nagar,Tiruchirappalli,+917428890186,"https://www.google.com/maps/search/?api=1&query=10.82658,78.6859133&query_place_id=ChIJN0mc1Z71qjsRL6qBD8wqnO4"
Tirunelveli,Tirunelveli,+918447732706,"https://www.google.com/maps/search/?api=1&query=8.730811,77.711366&query_place_id=ChIJY380iIkRBDsR29mBz7uBuTo"
Tirupattur,Tirupattur,+918929337341,"https://www.google.com/maps/search/?api=1&query=12.500575,78.569566&query_place_id=ChIJk09UB3NVrDsR-VtzioRL6QU"
Udumalpet,Tiruppur,+918929608396,"https://www.google.com/maps/search/?api=1&query=10.58744,77.24858&query_place_id=ChIJj4DGnrjNqTsRSy5Xc5fMcN4"
Vayalur Road,Trichy,+918447848137,"https://www.google.com/maps/search/?api=1&query=10.8140818,78.6718800&query_place_id=ChIJkzfnET31qjsRJUEa8aAiscE"
"Katpadi, Vellore",Vellore,+917428890190,"https://www.google.com/maps/search/?api=1&query=12.932824,79.138708&query_place_id=ChIJZeyqqr84rTsR_TSBRAhWU4s"
Villupuram,Villupuram,+918447745956,"https://www.google.com/maps/search/?api=1&query=11.937450,79.504472&query_place_id=ChIJsaAmxMpXUzoRMVdasGgZsuU"
Hanamkonda,Hanamkonda,+919810221364,"https://www.google.com/maps/search/?api=1&query=17.99642,79.55643&query_place_id=ChIJWcUD4ldPMzoRgGdz8Hr9hWs"
Yousufguda,Hyderabad,+917291084985,"https://www.google.com/maps/search/?api=1&query=17.4306,78.4256&query_place_id=ChIJcef8wOCRyzsR2sxm71fmkoI"
Kamareddy,Kamareddy,+918929306570,"https://www.google.com/maps/search/?api=1&query=18.3242475,78.3324156&query_place_id=ChIJ6arTwzSNzTsRwl6hvn60I40"
Karimnagar,Karimnagar,+918929186813,"https://www.google.com/maps/search/?api=1&query=18.4377,79.1274&query_place_id=ChIJyREBl4LZzDsRO89O4mZzGT8"
Khammam,Khammam,+917428890277,"https://www.google.com/maps/search/?api=1&query=17.250248,80.154926&query_place_id=ChIJObZO5d1ZNDoRenhQXQYbDGI"
Serilingampally Mandal Kondapur,Kondapur,+918929808351,"https://www.google.com/maps/search/?api=1&query=17.470134,78.353211&query_place_id=ChIJp1-N7auTyzsRRQniGJ_rZFI"
Kothagudem,Kothagudem,+918929174296,"https://www.google.com/maps/search/?api=1&query=17.553358,80.616023&query_place_id=ChIJ_RDzUqQXNDoRIx4qWsluNqk"
Mahabubnagar,Mahabubnagar,+918929274204,"https://www.google.com/maps/search/?api=1&query=16.7532,78.0167&query_place_id=ChIJy3Hmd34pyjsRKuFAoZvd230"
Mancherial,Mancherial,+918588814902,"https://www.google.com/maps/search/?api=1&query=18.879461,79.442448&query_place_id=ChIJFYlMLV_LMjoRe8vaznN3jBo"
Miyapur,Miyapur,+918929082056,"https://www.google.com/maps/search/?api=1&query=17.495939,78.356542&query_place_id=ChIJF1ORA8uXyzsRcfjtIJ73ewA"
Nalgonda,Nalgonda,+917428891141,"https://www.google.com/maps/search/?api=1&query=17.068062,79.264021&query_place_id=ChIJS8vAJJspyzsR4NSpOAHoApc"
Mancherial Road,Nirmal,+919311773717,"https://www.google.com/maps/search/?api=1&query=19.0838554,78.3539758&query_place_id=ChIJS8yDjWyNzTsRSjDHCbqIt80"
Nizamabad,Nizamabad,+918826643365,"https://www.google.com/maps/search/?api=1&query=18.664160,78.109644&query_place_id=ChIJJbsjY8vbzTsRdc_py_HRV1U"
Sangareddy,Sangareddy,+917838235693,"https://www.google.com/maps/search/?api=1&query=17.608563200483776,78.08266387064175&query_place_id=ChIJLev7-kz5yzsRO7bOtB0IUYk"
Tarnaka,Secunderabad,+918929435455,"https://www.google.com/maps/search/?api=1&query=17.4282372,78.5325876&query_place_id=ChIJCU5azKqZyzsRhMB80DBRwLo"
Nagaram,Secundrabad,+919582463650,"https://www.google.com/maps/search/?api=1&query=17.493678,78.605948&query_place_id=ChIJUQ_GQ--dyzsRqTRX6ui_IIs"
Shadnagar,Shadnagar,+918447732561,"https://www.google.com/maps/search/?api=1&query=17.069173,78.195473&query_place_id=ChIJ0zeQ5Y_PyzsRzHfWuD_Jhco"
Siddipet,Siddipet,+917428891235,"https://www.google.com/maps/search/?api=1&query=78.854920,18.089609&query_place_id=ChIJ-ZM8bSqTzDsR33RcliC5YoM"
"MG Road, Warangal",Warangal,+919319368930,"https://www.google.com/maps/search/?api=1&query=17.990515,79.594646&query_place_id=ChIJO70l33FFMzoRbQCVaIT3TZU"
Krishna Nagar Agartala,Agartala,+918794715487,"https://www.google.com/maps/search/?api=1&query=23.838398,91.273017&query_place_id=ChIJUR5H8Nb1UzcRsPnT0s7RGAs"
Dharmanagar,Dharmanagar,+918447917957,"https://www.google.com/maps/search/?api=1&query=24.3810864,92.1632217&query_place_id=ChIJD1NLVqTtUTcRGPdAJQywEsQ"
Sikandara,Agra,+918929598410,"https://www.google.com/maps/search/?api=1&query=27.2051260,77.9535270&query_place_id=ChIJ7YA4Ik53dDkRrrErWRg7QFE"
Center Point Aligarh,Aligahr,+917248388388,"https://www.google.com/maps/search/?api=1&query=27.89159811,78.0770242&query_place_id=a"
Civil lines Ayodhya,Ayodhya,+919643630264,"https://www.google.com/maps/search/?api=1&query=26.778580,82.138827&query_place_id=ChIJN4ONgkwHmjkRFjaxfjxy3nY"
Bahraich,Bahraich,+919311773715,"https://www.google.com/maps/search/?api=1&query=27.5767198,81.6031455&query_place_id=ChIJp1zrb6mpmTkRjtxdOktbfSo"
"Phoenix United Mall, Bareilly",Bareilly,+917428891201,"https://www.google.com/maps/search/?api=1&query=28.39462,79.4567137&query_place_id=ChIJp-_8Bo8GoDkRupepF1CV148"
Shakti Chowk,Bijnor,+918447830154,"https://www.google.com/maps/search/?api=1&query=29.3858,78.14346&query_place_id=ChIJ5yPgGu7vCzkRueBaLjczmZs"
Dadri,Dadri,+918929335305,"https://www.google.com/maps/search/?api=1&query=28.55671119,77.55085971&query_place_id=ChIJ2ZvJg0brDDkRjapjTiRFnBs"
Malviya Road,Deoria,+917303974975,"https://www.google.com/maps/search/?api=1&query=26.502988,83.780402&query_place_id=ChIJsV1-30TFkzkRmUvcEzIbwyw"
Alpha 2,Gautam Buddh Nagar,+918743834885,"https://www.google.com/maps/search/?api=1&query=28.477686,77.517231&query_place_id=ChIJ-R_5DrvrDDkRtxAtN1s2l4s"
"Sector 4, Vaishali",Ghaziabad,+917428891246,"https://www.google.com/maps/search/?api=1&query=28.6447199,77.3384855&query_place_id=ChIJTWHJy9D6DDkR-eH0dQPHQIo"
Tara Mandal,Gorakhpur,+919953709749,"https://www.google.com/maps/search/?api=1&query=26.7301429,83.3819088&query_place_id=ChIJXVKuILlDkTkRwDX-d-jZzGo"
Samridhi Grand,Greater Noida,+919953596781,"https://www.google.com/maps/search/?api=1&query=28.59424294,77.45498848&query_place_id=ChIJRRHGLV7vDDkRno-TY8WKgpI"
Hapur,Hapur,+919999203861,"https://www.google.com/maps/search/?api=1&query=28.730017,77.78203585&query_place_id=ChIJ5RaIhReFDDkRPeWnYXiOiYY"
Olandganj,Jaunpur,+918929306572,"https://www.google.com/maps/search/?api=1&query=25.744795,82.684795&query_place_id=ChIJ-5HQRw07kDkR4se0wLmBxGE"
Elite,Jhansi,+919582612682,"https://www.google.com/maps/search/?api=1&query=25.4485821,78.5674479&query_place_id=ChIJsXhbDBh3dzkR76S5un3zzGM"
Flagship Store Tilak Nagar,Kanpur,+918929172546,"https://www.google.com/maps/search/?api=1&query=26.491491,80.321014&query_place_id=ChIJKwfnjcc5nDkRGj0gTq1nvrM"
Ring Road,Lucknow,+919643577212,"https://www.google.com/maps/search/?api=1&query=26.902968,80.963867&query_place_id=ChIJt1OQOJNXmTkRAoWEjgXKzg4"
Mathura,Mathura,+919899411471,"https://www.google.com/maps/search/?api=1&query=27.50014,77.66677&query_place_id=ChIJq0WoLxhxczkRXgYeq5es4oI"
Mau,Mau,+919654878010,"https://www.google.com/maps/search/?api=1&query=25.94636,83.56358&query_place_id=ChIJrSrJJxGLkTkRQPSTp5lrCmc"
Shastri Nagar,Meerut,+918929345115,"https://www.google.com/maps/search/?api=1&query=28.962504,77.730245&query_place_id=ChIJFUdirFJlDDkRUV_rVqgPPyk"
Mirzapur,Mirzapur,+918743851567,"https://www.google.com/maps/search/?api=1&query=25.146062,82.571072&query_place_id=ChIJUUyFmBrBjzkRVEK1wKdE_FM"
Moradabad,Moradabad,+918743952293,"https://www.google.com/maps/search/?api=1&query=28.846070,78.764467&query_place_id=ChIJv2uDpnj7CjkRUI-uBawGD0Y"
Supertech North Eye,Noida,+919873967136,"https://www.google.com/maps/search/?api=1&query=28.572193,77.388672&query_place_id=ChIJW1VVKgDvDDkRPHYwk5L9o7o"
Pilibhit,Pilibhit,+918742988012,"https://www.google.com/maps/search/?api=1&query=28.621112,79.810074&query_place_id=ChIJEdLGMzQ_oDkRGCrbEpvCRPs"
SP Marg,Prayagraj,+919899301527,"https://www.google.com/maps/search/?api=1&query=25.450484,81.835188&query_place_id=ChIJy5vp3CvLmjkR7cJBW3-hItg"
Civil Line,Rampur,+919582596607,"https://www.google.com/maps/search/?api=1&query=28.788828,79.021133&query_place_id=ChIJKzw-FdONCjkRCG95j6BogE0"
Shahjahanpur,Shahjahanpur,+918929342372,"https://www.google.com/maps/search/?api=1&query=27.877127,79.910807&query_place_id=ChIJM8Zhxr69nzkRpDa2L4ki-L4"
Sigra,Varanasi,+917428890035,"https://www.google.com/maps/search/?api=1&query=25.31363,82.990906&query_place_id=ChIJJ9TW0f0tjjkRP54tZey22gs"
"Vikas Nagar, Dehradun",Dehradun,+918929327344,"https://www.google.com/maps/search/?api=1&query=30.472403,77.778137&query_place_id=ChIJZU2qNFkvDzkRtC4HC1IRro8"
Tikonia,Haldwani,+917428890204,"https://www.google.com/maps/search/?api=1&query=29.22242,79.5302847&query_place_id=ChIJ7QBg6h6boDkR6X_VpUGsbKw"
Ranipur,Haridwar,+919311773752,"https://www.google.com/maps/search/?api=1&query=29.93703,78.14009&query_place_id=ChIJf6usJVhHCTkRskz0GmyH-9Q"
Kashipur,Kashipur,+919582430358,"https://www.google.com/maps/search/?api=1&query=29.2150206,78.96329427&query_place_id=ChIJ2wGypfdDCjkRYeB-xpa-E28"
Mall Road,Nainital,+917065045157,"https://www.google.com/maps/search/?api=1&query=29.389722,79.459167&query_place_id=ChIJMbIEldqhoDkRUdt7deI9z7Q"
Roorkee,Roorkee,+918376098588,"https://www.google.com/maps/search/?api=1&query=29.871222707951038,77.89168745061639&query_place_id=ChIJh3wOjjC1DjkRcXW98HV-XOc"
Lamara,Rudrapur,+917428890244,"https://www.google.com/maps/search/?api=1&query=28.98127,79.399223&query_place_id=ChIJR9qmZel_oDkRjKrSqQ9yw9k"
Arambag,Arambag,+919643823990,"https://www.google.com/maps/search/?api=1&query=22.875471,87.793120&query_place_id=ChIJJ9IID0Jn-DkRGNEvyoFi0JY"
Apcar Garden,Asansol,+919953831996,"https://www.google.com/maps/search/?api=1&query=23.689994,86.945912&query_place_id=ChIJDc2Xok8f9zkRH8QPxc6eORE"
Balurghat,Balurghat,+918929225205,"https://www.google.com/maps/search/?api=1&query=25.231318,88.7867061&query_place_id=ChIJXUC4PQph-zkRqd-8vRhLu30"
Barrackpore,Barrackpore,+918447923983,"https://www.google.com/maps/search/?api=1&query=22.761882,88.36549&query_place_id=ChIJmafWLrWb-DkR5jyYnCzHDTY"
Basirhat,Basirhat,+918929270426,"https://www.google.com/maps/search/?api=1&query=22.6623204,88.8667552&query_place_id=ChIJUx9nbcNX_zkRJIfcDEEE0ug"
Berhampore,Berhampore,+918929871320,"https://www.google.com/maps/search/?api=1&query=24.112982,88.247961&query_place_id=ChIJnaM6SAF9-TkRRqaEIAzdr0E"
Bolpur,Bolpur,+918929607549,"https://www.google.com/maps/search/?api=1&query=23.66667,87.68560&query_place_id=ChIJc3fpZsnd-TkRjDifhlC4ylE"
Burdwan,Burdwan,+919999213835,"https://www.google.com/maps/search/?api=1&query=23.231323651759514,87.86663127649521&query_place_id=ChIJsbVvzVRJ-DkRuk0glDNIi4g"
Contai,Contai,+917065307568,"https://www.google.com/maps/search/?api=1&query=21.77896,87.74969&query_place_id=ChIJWzPSVe0nAzoRFJroJbAB0uo"
Cooch Behar,Cooch Behar,+918929695159,"https://www.google.com/maps/search/?api=1&query=26.326454,89.452362&query_place_id=ChIJtVGuTH__4jkRlZ7cN6MlCvQ"
Junction Mall,Durgapur,+917428891356,"https://www.google.com/maps/search/?api=1&query=23.539284,87.29123&query_place_id=ChIJqZlkO6Nz9zkRSf92iq6Uoo4"
Habra,Habra,+918929289724,"https://www.google.com/maps/search/?api=1&query=22.850266,88.665668&query_place_id=ChIJs3kqHxux-DkRNtUpr1QbLjo"
Ambuja City Centre Mall,Haldia,+918800113243,"https://www.google.com/maps/search/?api=1&query=22.059761,88.075411&query_place_id=ChIJSzeg7v7xAjoRAKKnSMtlUkA"
Serampore,Hooghly,+917428891093,"https://www.google.com/maps/search/?api=1&query=22.749913,88.344962&query_place_id=ChIJ99bmnbyb-DkR93jwpDV3-Ac"
Bandel Hoogly,Hoogly,+918742908798,"https://www.google.com/maps/search/?api=1&query=22.919272,88.383969&query_place_id=ChIJEXCiA3CT-DkRMPSIcxIyOTE"
Uluberia,Howrah,+919899410236,"https://www.google.com/maps/search/?api=1&query=22.467676,88.09072&query_place_id=ChIJkbjZ6L2HAjoR9kA6tn-PInU"
Jalpaiguri,Jalpaiguri,+919818348349,"https://www.google.com/maps/search/?api=1&query=26.5248,88.725892&query_place_id=ChIJZR8F0YN55DkRCCWPqROahLk"
Kalyani,kalyani,+918929335877,"https://www.google.com/maps/search/?api=1&query=22.9747,88.4337&query_place_id=ChIJtyoigjCV-DkRnZd2oJkG2LA"
Malancha Road,Kharagpur,+919311773750,"https://www.google.com/maps/search/?api=1&query=22.344443,87.289289&query_place_id=ChIJL7Y2bJRDHToRjOYXnwEopz0"
Mahamaya Tala,Kolkata,+918929327329,"https://www.google.com/maps/search/?api=1&query=22.4554502,88.3863294&query_place_id=ChIJMXAJBeVxAjoRKxBynJ3Idik"
Malda Town,Malda Town,+918826001362,"https://www.google.com/maps/search/?api=1&query=24.994883046390903,88.1420989587864&query_place_id=ChIJ1Ywq6Wz9-jkR85Fss7v-bzY"
Chakdah,Nadia,+918376801083,"https://www.google.com/maps/search/?api=1&query=23.080188,88.537949&query_place_id=ChIJ4X1mJKPB-DkRft2imqi2snM"
Kanchrapara,North 24 Parganas,+917428891256,"https://www.google.com/maps/search/?api=1&query=22.947255,88.447331&query_place_id=ChIJP5SAdAeV-DkRZKGsnFs6Rv8"
KB City Centre Mall,Purulia,+918860090192,"https://www.google.com/maps/search/?api=1&query=23.34288,86.3621882&query_place_id=ChIJfYpAnGGH9jkRh73CFdE2qbQ"
Rampurhat,Rampurhat,+918826653375,"https://www.google.com/maps/search/?api=1&query=24.175500587541602,87.78880693474036&query_place_id=ChIJRZlbjSgf-jkRXgSKghILBgo"
Mahesh Colony Serampore,Serampore,+919582633507,"https://www.google.com/maps/search/?api=1&query=22.73897,88.3508&query_place_id=ChIJPcARLVub-DkRcgsKgb7rj7k"
Sheoraphuli,Sheoraphuli,+917291018784,"https://www.google.com/maps/search/?api=1&query=22.7709336,88.3290093&query_place_id=ChIJncJfRB6F-DkRLvOFyth6__k"
Chowringhee More,Shyamnagar,+919582610184,"https://www.google.com/maps/search/?api=1&query=22.827687,88.379282&query_place_id=ChIJecM_aCWR-DkROoW7KDIqiek"
Vega Circle Mall,Siliguri,+918447807829,"https://www.google.com/maps/search/?api=1&query=26.752312,88.43894&query_place_id=ChIJb7hZjWZB5DkRJgqPDhtiO4A"
Bhadrakali,Uttarpara,+918929310380,"https://www.google.com/maps/search/?api=1&query=22.67549,88.35238&query_place_id=ChIJOcFpYMGd-DkRG19be_mVPZE"
